AUTHOR,BORN-DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,TYPE,SCHOOL,TIMEFRAME
"BACKHUYSEN, Ludolf","(b. 1630, Emden, d. 1708, Amsterdam)",View of Delft from the Schie,1670-75,"Brush and gray ink, 118 x 168 mm","Historisch Museum, Amsterdam",https://www.wga.hu/html/b/backhuys/viewdelf.html,graphics,landscape,Dutch,1651-1700
"BACKHUYSEN, Ludolf","(b. 1630, Emden, d. 1708, Amsterdam)",View from the Nieuwe Maas River towards the City of Vlaardingen,1680s,"Oil on canvas, 98 x 119 cm",Private collection,https://www.wga.hu/html/b/backhuys/viewvlaa.html,painting,landscape,Dutch,1651-1700
"BACKHUYSEN, Ludolf","(b. 1630, Emden, d. 1708, Amsterdam)",Ships on the Zuiderzee before the Fort of Naarden,1660s,"Oil on oak, 37,5 x 48,4 cm","Wallraf-Richartz-Museum, Cologne",https://www.wga.hu/html/b/backhuys/zuiderze.html,painting,landscape,Dutch,1651-1700
"BAERTSOEN, Albert","(b. 1866, Gent, d. 1922, Gent)","Ghent, Evening",1903,"Oil on canvas, 151 x 155 cm","Mus_es Royaux des Beaux-Arts, Brussels",https://www.wga.hu/html/b/baertsoe/evening.html,painting,landscape,Belgian,1851-1900
"BAGLIONE, Cesare","(b. ca. 1545, Cremona, d. 1615)",Grotesques with Imaginary Landscapes,1570-75,Fresco,"Stanza del Lupo, Rocca dei Rossi, San Secondo",https://www.wga.hu/html/b/baglion/rocca2.html,painting,landscape,Italian,1551-1600
"BARKER, Thomas","(b. 1769, Pntypool, d. 1847, Bath)",Italianate Landscape With Travellers,1793,"Oil on canvas, 59 x 72 cm",Private collection,https://www.wga.hu/html/b/barker/thomas/landscap.html,painting,landscape,English,1801-1850
"BARRA, Didier","(b. 1590, Metz, d. 1644, Napoli)",Landscape with Buildings,-,"Oil on canvas, 78 x 103 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/b/barra/landbuil.html,painting,landscape,French,1601-1650
"BARRET, George","(b. ca. 1728, Dublin, d. 1784, London)",Landscape with a Watermill,-,"Oil on canvas, 50 x 59 cm",Private collection,https://www.wga.hu/html/b/barret/landsca1.html,painting,landscape,Irish,1751-1800
"BARRET, George","(b. ca. 1728, Dublin, d. 1784, London)",Landscape with an Approaching Shower,-,"Oil on canvas, 58 x 63 cm",Private collection,https://www.wga.hu/html/b/barret/landsca2.html,painting,landscape,Irish,1751-1800
"BARRET, George","(b. ca. 1728, Dublin, d. 1784, London)",Wooded Landscape,-,"Oil on canvas, 102 x 128 cm",Private collection,https://www.wga.hu/html/b/barret/landsca3.html,painting,landscape,Irish,1751-1800
"BARYE, Antoine-Louis","(b. 1796, Paris, d. 1875, Paris)","Forest of Fontainebleau: ""La Reine Blanche""",-,"Oil on canvas, 32 x 40 cm",Private collection,https://www.wga.hu/html/b/barye/father/yforest1.html,painting,landscape,French,1801-1850
"BARYE, Antoine-Louis","(b. 1796, Paris, d. 1875, Paris)","Forest of Fontainebleau: The ""Jean de Paris""",-,"Oil on canvas, 20 x 31 cm",Private collection,https://www.wga.hu/html/b/barye/father/yforest2.html,painting,landscape,French,1801-1850
"BASSANO, Francesco","(b. 1549, Bassano, d. 1592, Venezia)","Autumn, with Moses Receiving the Ten Commandments",1780s,"Oil on canvas, 78 x 103 cm",Private collection,https://www.wga.hu/html/b/bassano/francesc/autumn.html,painting,landscape,Italian,1551-1600
"BASSANO, Francesco","(b. 1549, Bassano, d. 1592, Venezia)",Summer,-,"Oil on canvas, 97 x 127 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/b/bassano/francesc/summe.html,painting,landscape,Italian,1551-1600
"BASSANO, Francesco","(b. 1549, Bassano, d. 1592, Venezia)",Summer,1577-78,"Oil on canvas, 115 x 184 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/b/bassano/francesc/summer.html,painting,landscape,Italian,1551-1600
"BASSANO, Francesco","(b. 1549, Bassano, d. 1592, Venezia)",Winter,1577-78,"Oil on canvas, 115 x 184 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/b/bassano/francesc/winter.html,painting,landscape,Italian,1551-1600
"BASSANO, Jacopo","(b. ca. 1515, Bassano, d. 1592, Bassano)",Pastoral Scene,c. 1560,"Oil on canvas, 139 x 129 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/b/bassano/jacopo/1/14pastor.html,painting,landscape,Italian,1551-1600
"BASSANO, Jacopo","(b. ca. 1515, Bassano, d. 1592, Bassano)",Garden of Eden,1570-73,"Oil on canvas, 77 x 109 cm","Galleria Doria Pamphilj, Rome",https://www.wga.hu/html/b/bassano/jacopo/2/04garden.html,painting,landscape,Italian,1551-1600
"BASTIANI, Lazzaro","(b. ca. 1430, Venezia, d. ca. 1512, Venezia)",View of the Piazzetta,1480s,Oil on panel,"Museo Correr, Venice",https://www.wga.hu/html/b/bastiani/viewpiaz.html,painting,landscape,Italian,1451-1500
"BATTEM, Gerrit van","(b. 1636, Rotterdam, d. 1684, Rotterdam)",Mountainous Landscape,-,"Oil on canvas, 67 x 82 cm",Private collection,https://www.wga.hu/html/b/battem/landscap.html,painting,landscape,Dutch,1651-1700
"BAUM, Paul","(b. 1859, Meissen, d. 1932, San Gimignano)",Landscape,1896,"Oil on canvas, 69 x 88 cm","Berlinische Galerie, Berlin",https://www.wga.hu/html/b/baum/landscap.html,painting,landscape,German,1851-1900
"BAZILLE, Jean-Fr_d_ric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",The Terrace at M_ric (Oleander),1867,"Oil on canvas, 56 x 98 cm","Art Museum, Cincinnati",https://www.wga.hu/html/b/bazille/04meric.html,painting,landscape,French,1851-1900
"BAZILLE, Jean-Fr_d_ric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",View of the Village,1868,"Oil on canvas, 130 x 89 cm","Mus_e Fabre, Montpellier",https://www.wga.hu/html/b/bazille/06villag.html,painting,landscape,French,1851-1900
"BAZILLE, Jean-Fr_d_ric","(b. 1841, Montpellier, d. 1870, Beaune-la-Rolande)",Bathers (Summer Scene),1869,"Oil on canvas, 158 x 159 cm","Fogg Art Museum, Harvard University, Cambridge",https://www.wga.hu/html/b/bazille/07bather.html,painting,landscape,French,1851-1900
"BEECKMAN, Andries",(active 1651-57 Dutch East Indies),"The Castle of Batavia, Seen from Kali Besar West",c. 1656,"Oil on canvas, 108 x 152 cm","Rijksmuseum, Amsterdam",https://www.wga.hu/html/b/beeckman/batavia.html,painting,landscape,Dutch,1651-1700
"BEERSTRATEN, Anthonie",(active 1635-1665 in Amsterdam),Dutch Man O' War Firing its Guns,1660,"Oil on canvas, 92 x 128 cm",Private collection,https://www.wga.hu/html/b/beerstra/anthonie/manowar.html,painting,landscape,Flemish,1651-1700
"BEERSTRATEN, Anthonie",(active 1635-1665 in Amsterdam),Skating near a Town Wall,-,"Oil on canvas, 88 x 128 cm",Private collection,https://www.wga.hu/html/b/beerstra/anthonie/skating.html,painting,landscape,Flemish,1651-1700
"BEERSTRATEN, Anthonie",(active 1635-1665 in Amsterdam),Winter Landscape,-,"Oil on canvas, 95 x 128 cm",Private collection,https://www.wga.hu/html/b/beerstra/anthonie/winter_l.html,painting,landscape,Flemish,1651-1700
"BEERSTRATEN, Anthonie",(active 1635-1665 in Amsterdam),Winter Landscape with Skaters on a Frozen Lake,-,"Oil on canvas, 102 x 127 cm",Private collection,https://www.wga.hu/html/b/beerstra/anthonie/winterla.html,painting,landscape,Flemish,1651-1700
"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)",Capriccio of a Mediterranean Harbour,-,"Oil on canvas, 84 x 114 cm",Private collection,https://www.wga.hu/html/b/beerstra/abrahams/capricci.html,painting,landscape,Flemish,1601-1650
"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)",Coastal Landscape,-,"Oil on panel, 56 x 75 cm",Private collection,https://www.wga.hu/html/b/beerstra/abrahams/coastal.html,painting,landscape,Dutch,1601-1650
"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)",Galley in front of a Mediterranean Coast,-,"Oil on panel, 50 x 77 cm",Private collection,https://www.wga.hu/html/b/beerstra/abrahams/galley.html,painting,landscape,Flemish,1601-1650
"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)","Mediterranean Harbour, with the Dutch Vessel Profeet Elias at Anchor",1650,"Oil on oak panel, 89 x 122 cm",Private collection,https://www.wga.hu/html/b/beerstra/abrahams/harbour.html,painting,landscape,Flemish,1601-1650
"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)",Village of Nieukoop in Winter with Child Funeral,-,"Oil on canvas, 91,5 x 128,8 cm","Sz_pm_v_szeti Múzeum, Budapest",https://www.wga.hu/html/b/beerstra/abrahams/nieukoop.html,painting,landscape,Dutch,1601-1650
"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)","Shipwreck in Stormy Seas, near a Rocky Coast",-,"Oil on oak panel, 70 x 91 cm",Private collection,https://www.wga.hu/html/b/beerstra/abrahams/shipwrec.html,painting,landscape,Flemish,1601-1650
"BEERSTRATEN, Jan Abrahamsz.","(b. 1622, Amsterdam, d. 1666, Amsterdam)","Skating at Sloten, near Amsterdam",1660-65,"Oil on canvas, 92 x 131 cm","Metropolitan Museum of Art, New York",https://www.wga.hu/html/b/beerstra/abrahams/skating.html,painting,landscape,Flemish,1601-1650
"BEEST, Sybrand van","(b. ca. 1610, Den Haag, d. 1674, Amsterdam)",The Hague Vegetable Market in Winter,c. 1650,"Oil on panel, 63 x 104 cm",Private collection,https://www.wga.hu/html/b/beest/market.html,painting,landscape,Dutch,1651-1700
"BEGEYN, Abraham Jansz.","(b. 1637, Leiden, d. 1697, Berlin)",Italianate Landscape,-,"Oil on panel, 32 x 25 cm",Private collection,https://www.wga.hu/html/b/begeyn/italland.html,painting,landscape,Dutch,1651-1700
"BEGEYN, Abraham Jansz.","(b. 1637, Leiden, d. 1697, Berlin)",Seashore,1662,"Oil on canvas, 90 x 119 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/b/begeyn/seashore.html,painting,landscape,Dutch,1651-1700
"BêLIARD, Edouard","(b. 1832, Paris, d. 1902, êtampes)",Banks of the Oise,1875,"Oil on canvas, 72 x 91 cm","Mus_e Municipal d'êtampes, êtampes",https://www.wga.hu/html/b/beliard/bankoise.html,painting,landscape,French,1851-1900
"BELLEVOIS, Jacob Adriaensz.","(b. ca. 1620, Rotterdam, d. 1676, Rotterdam)",Dutch Ships in Choppy Waters,-,"Oil on oak panel, 47 x 63 cm",Private collection,https://www.wga.hu/html/b/bellevoi/dutcship.html,painting,landscape,Dutch,1651-1700
"BELLEVOIS, Jacob Adriaensz.","(b. ca. 1620, Rotterdam, d. 1676, Rotterdam)",Ships on a Stormy Sea,-,"Oil on panel, 100 x 149 cm",Private collection,https://www.wga.hu/html/b/bellevoi/stormy.html,painting,landscape,Dutch,1651-1700
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Rio dei Mendicanti with the Scuola di San Marco,1738-40,"Oil on canvas, 42 x 69 cm","Gallerie dell'Accademia, Venice",https://www.wga.hu/html/b/bellotto/1/bello100.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Rio dei Mendicanti with the Scuola di San Marco (detail),1738-40,Oil on canvas,"Gallerie dell'Accademia, Venice",https://www.wga.hu/html/b/bellotto/1/bello101.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Rio dei Mendicanti with the Scuola di San Marco (detail),1738-40,Oil on canvas,"Gallerie dell'Accademia, Venice",https://www.wga.hu/html/b/bellotto/1/bello1011.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of the Grand Canal at San Stae,1738-40,"Oil on canvas, 70,5 x 126,5 cm",Private collection,https://www.wga.hu/html/b/bellotto/1/bello102.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Piazza della Signoria in Florence,1740,"Oil on canvas, 61 x 90 cm","Sz_pm_v_szeti Múzeum, Budapest",https://www.wga.hu/html/b/bellotto/1/bello103.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Piazza della Signoria in Florence (detail),1740,Oil on canvas,"Sz_pm_v_szeti Múzeum, Budapest",https://www.wga.hu/html/b/bellotto/1/bello103a.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Arno in Florence,1740,"Oil on canvas, 62 x 90 cm","Sz_pm_v_szeti Múzeum, Budapest",https://www.wga.hu/html/b/bellotto/1/bello103b.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Capriccio with the Colosseum,1743-44,Oil on canvas,"Galleria Nazionale, Parma",https://www.wga.hu/html/b/bellotto/1/bello104.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Capriccio of the Capitol,1743-44,Oil on canvas,"Galleria Nazionale, Parma",https://www.wga.hu/html/b/bellotto/1/bello105.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of the Villa Cagnola at Gazzada near Varese,1744,"Oil on canvas, 100 x 65 cm","Pinacoteca di Brera, Milan",https://www.wga.hu/html/b/bellotto/1/bello106.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of Gazzada near Varese,1744,Oil on canvas,"Pinacoteca di Brera, Milan",https://www.wga.hu/html/b/bellotto/1/bello107.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of Turin near the Royal Palace,1745,"Oil on canvas, 129,5 x 174 cm","Galleria Sabauda, Turin",https://www.wga.hu/html/b/bellotto/1/bello108.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of Verona and the River Adige from the Ponte Nuovo,1747-48,Oil on canvas,"Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/1/bello109.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Rome: View of the Piazza di San Giovanni in Laterano,1743-44,"Oil on canvas, 63 x 99 cm",Private collection,https://www.wga.hu/html/b/bellotto/1/bello110.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Capriccio Padovano,1740-42,"Oil on canvas, 49 x 73 cm","Museo Thyssen-Bornemisza, Madrid",https://www.wga.hu/html/b/bellotto/1/bello111.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Kreuzkirche in Dresden,1747-56,"Oil on canvas, 197 x 187 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/b/bellotto/2/bello200.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Kreuzkirche in Dresden,1747-56,"Oil on canvas, 196 x 186 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello201.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of Dresden from the Right Bank of the Elbe with the Augustus Bridge,1748,"Oil on canvas, 133 x 237 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello202.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)","Dresden, the Frauenkirche and the Rampische Gasse",1749-53,"Oil on canvas, 193 x 186 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello203.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",New Market Square in Dresden,1750,"Oil on canvas, 136 x 236 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello204.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",New Market Square in Dresden from the JÅdenhof,1749-51,"Oil on canvas, 136 x 236 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello205.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Moat of the Zwinger in Dresden,1749-53,"Oil on canvas, 133 x 235 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello206.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Moat of the Zwinger in Dresden (detail),1749-53,Oil on canvas,"Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello207.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)","Dresden from the Right Bank of the Elbe, above the AugustusbrÅcke",1747,"Oil on canvas, 132 x 236 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello208.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)","Dresden from the Left Bank of the Elbe, below the Fortifications",1748,"Oil on canvas, 135 x 238 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello209.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Pirna Seen from the Harbour Town,1753-55,"Oil on canvas, 136 x 237 cm","Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello210.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Pirna Seen from the Harbour Town (detail),1753-55,Oil on canvas,"Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello211.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)","Dresden, the Ruins of the Pirnaische Vorstadt",1762-63,"Oil on canvas, 80 x 112 cm","Mus_e des Beaux-Arts, Troyes",https://www.wga.hu/html/b/bellotto/2/bello212.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)","Dresden, the Ruins of the Pirnaische Vorstadt",1766,Etching,Private collection,https://www.wga.hu/html/b/bellotto/2/bello213.html,graphics,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Ruins of the Old Kreuzkirche in Dresden,1765,Oil on canvas,"Gem_ldegalerie, Dresden",https://www.wga.hu/html/b/bellotto/2/bello214.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of Pirna from the Sonnenstein Castle,1750s,"Oil on canvas, 136 x 237 cm","The Hermitage, St. Petersburg",https://www.wga.hu/html/b/bellotto/2/bello215.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",The Fortress of K_nigstein,1756-58,"Oil on canvas, 133 x 235 cm","National Gallery of Art, Washington",https://www.wga.hu/html/b/bellotto/2/bello216.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)","Vienna, the Lobkowitzplatz",1759-60,"Oil on canvas, 115 x 152 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/b/bellotto/3/bello301.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)","Vienna, Panorama from Palais Kaunitz",1759-60,"Oil on canvas, 134 x 237 cm","Sz_pm_v_szeti Múzeum, Budapest",https://www.wga.hu/html/b/bellotto/3/bello302.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)","Vienna, Panorama from Palais Kaunitz (detail)",1759-60,Oil on canvas,"Sz_pm_v_szeti Múzeum, Budapest",https://www.wga.hu/html/b/bellotto/3/bello3021.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Liechtenstein Garden Palace in Vienna Seen from the East,1759-60,"Oil on canvas, 100 x 160 cm","Liechtenstein Museum, Vienna",https://www.wga.hu/html/b/bellotto/3/bello3022.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Liechtenstein Garden Palace in Vienna Seen from the East,1759-60,"Oil on canvas, 100 x 160 cm","Liechtenstein Museum, Vienna",https://www.wga.hu/html/b/bellotto/3/bello3023.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of Vienna from the Belvedere,1759-60,"Oil on canvas, 135 x 213 cm","Kunsthistorisches Museum, Vienna",https://www.wga.hu/html/b/bellotto/3/bello303.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",Architectural Capriccio with a Self-Portrait,c. 1765,"Oil on canvas, 155 x 112 cm",Private collection,https://www.wga.hu/html/b/bellotto/3/bello3031.html,painting,landscape,Italian,1751-1800
"BELLOTTO, Bernardo","(b. 1720, Venezia, d. 1780, Warszawa)",View of Warsaw from the Royal Palace,1773,"Oil on canvas, 166 x 269 cm","Muzeum Narodowe, Warsaw",https://www.wga.hu/html/b/bellotto/3/bello304.html,painting,landscape,Italian,1751-1800
